GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62115	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_048830	125.03	180.45	159.88	171.94	186.38	163.22	165.31	154.59	158.86	177.52	156.18	183.54	170.49	198.13	59.63	66.78	77.71	53.03	9.12	12.89	159.70	197.78	150.53	181.17	155.42	162.37	119.31	137.70	127.13	163.18	32.51	30.65	32.22	30.89	31.95	34.49	30.42	36.29	29.38	27.25	36.28	15.56	33.33	50.77	71.89	61.05	29.28	51.49	73.70	41.51	78.86	44.73	55.38	68.54	62.56	27.00	54.77	60.66	61.20	53.00	48.59	55.10	54.25	11.59	71.02	259.14	19.84	8.52	10.40	10.47	22.27	25.74	11.84	15.53	13.70	5.70	13.24	19.84	27.73	75.08	65.10	7.27	6.02	38.19	25.03	5.48	25.03	3.62	20.67	0.00	0.00	28.68	39.71	21.55	28.88
AFUB_048840	133.80	207.79	162.68	198.32	189.37	155.27	179.76	163.47	174.88	175.26	159.78	174.93	175.90	184.10	61.81	63.84	66.36	59.84	7.59	13.12	180.11	183.03	158.38	161.75	152.69	167.57	116.97	148.38	132.10	160.69	29.78	27.86	36.32	29.27	29.94	43.67	25.93	37.21	30.07	21.88	34.73	20.37	30.45	38.32	71.43	56.30	26.91	48.92	57.81	46.05	84.14	39.72	51.62	45.17	58.22	28.02	54.93	67.95	58.82	53.46	44.41	49.69	46.12	16.75	74.81	251.79	15.41	2.09	15.17	4.38	19.94	34.81	17.18	15.83	5.48	8.92	12.38	15.41	46.11	61.14	59.60	8.54	9.35	24.50	21.16	10.11	21.16	8.81	18.05	0.22	0.00	33.31	32.56	22.40	25.90
AFUB_048850	128.92	186.41	154.45	172.49	181.34	156.73	163.85	157.27	172.59	167.34	155.52	180.57	176.15	191.25	61.77	63.58	71.87	60.66	7.21	11.60	165.77	209.62	132.41	177.06	150.51	157.11	121.12	133.06	138.51	153.75	35.20	33.31	34.10	32.78	37.12	40.34	29.52	34.91	31.81	25.72	35.05	18.38	37.59	45.98	74.23	63.72	28.30	51.08	69.28	40.40	72.60	49.66	57.35	56.35	54.24	25.78	56.54	61.90	54.63	58.79	49.06	54.75	60.93	17.93	73.04	279.22	21.29	7.89	13.55	7.06	25.03	28.29	13.25	19.07	10.65	7.73	17.89	21.29	33.07	81.58	58.72	5.99	8.74	39.92	21.55	11.94	21.55	5.85	16.79	0.10	0.00	32.09	44.67	22.80	32.27
AFUB_048860	122.29	176.29	152.46	156.38	173.06	154.78	158.46	146.22	153.78	156.52	141.72	170.79	160.04	175.02	55.50	66.07	74.24	59.48	7.11	9.72	150.83	195.09	124.33	164.68	147.64	155.39	113.16	122.63	130.00	143.65	28.55	30.10	28.10	27.71	31.92	32.66	27.80	32.30	30.77	23.64	34.45	16.28	30.46	45.08	69.99	56.81	25.35	45.45	66.99	43.44	74.54	44.28	53.39	56.77	59.08	25.96	52.89	60.00	56.15	56.03	42.42	50.46	56.42	13.76	69.23	259.76	22.04	9.91	10.72	8.91	23.28	29.23	13.33	14.57	9.72	3.41	18.16	22.04	40.20	59.65	52.35	6.26	9.72	30.62	25.50	8.72	25.50	6.67	19.39	0.03	0.05	25.25	34.51	19.13	26.15
AFUB_048870	130.04	184.05	159.45	171.01	181.19	163.12	166.80	164.29	162.15	162.96	157.29	179.11	172.41	181.29	60.70	61.29	78.10	59.24	7.60	12.81	161.18	198.46	134.67	177.16	150.55	164.68	122.61	132.25	137.43	149.39	31.66	33.69	32.14	31.48	33.05	34.42	32.09	36.16	31.17	25.85	35.50	16.53	30.92	44.57	68.16	60.05	28.70	45.95	65.20	41.94	74.36	49.48	54.53	56.82	58.60	26.98	54.74	58.83	54.47	52.28	47.76	52.83	64.79	15.22	68.33	275.63	21.43	9.84	10.10	8.73	27.64	29.41	11.84	15.91	11.07	4.79	16.31	21.43	33.90	63.13	55.67	6.45	9.88	34.74	19.35	10.01	19.35	5.35	20.90	0.04	0.48	30.61	40.46	20.36	28.52
AFUB_048880	130.53	184.38	168.07	167.08	183.48	161.72	161.49	151.76	173.97	169.19	152.43	185.04	170.84	184.61	63.80	68.84	82.78	68.23	9.00	13.30	160.78	200.92	150.56	170.94	146.59	167.91	112.75	141.09	134.72	161.63	31.65	33.43	29.81	30.62	35.04	38.07	29.92	35.71	32.67	24.49	37.75	17.16	33.60	46.82	69.98	57.20	27.07	47.72	74.07	44.26	75.78	45.48	57.31	61.91	61.17	25.51	60.50	64.30	57.01	58.12	48.37	49.91	60.82	22.48	71.38	266.83	16.67	9.48	12.99	8.61	20.73	24.91	13.30	13.60	10.51	5.50	21.11	16.67	37.13	65.31	64.72	7.22	11.19	38.69	25.66	12.55	25.66	6.13	18.74	0.29	0.00	29.24	40.99	20.23	29.50
AFUB_048890	121.86	163.78	115.21	155.04	169.79	158.73	166.11	146.09	158.10	120.72	151.48	176.90	153.39	176.22	60.80	60.00	73.40	68.70	5.79	9.63	149.48	206.53	132.71	174.10	138.17	151.81	109.19	133.71	127.43	160.23	24.75	27.84	27.22	25.03	31.11	33.05	25.98	32.00	26.43	20.87	33.03	15.21	31.41	44.86	64.23	57.17	25.93	45.63	62.59	38.74	74.45	46.16	58.64	40.47	56.28	24.47	57.05	62.83	56.62	34.30	33.12	52.97	59.13	20.67	68.91	249.94	15.39	6.20	13.50	7.24	27.39	29.81	10.74	9.71	8.87	3.23	11.99	15.39	36.26	59.99	56.83	4.57	7.85	30.58	22.36	10.52	22.36	8.49	19.73	0.07	0.30	27.39	36.44	17.49	27.91
AFUB_048900	122.62	191.37	0.00	173.73	182.18	170.92	172.11	160.77	161.90	0.11	164.77	190.19	167.62	183.20	65.97	69.11	80.11	60.91	0.00	0.00	154.35	212.63	149.68	172.90	140.65	159.18	116.98	134.66	138.23	165.11	31.11	31.06	31.97	30.25	30.88	34.98	30.38	36.63	30.04	26.89	36.93	16.75	34.16	44.74	72.99	55.66	29.51	53.20	63.04	43.94	82.37	46.42	57.79	0.00	62.51	26.89	60.00	63.85	52.44	0.31	0.00	54.83	65.81	21.86	66.23	277.15	0.00	7.40	11.45	8.16	19.80	29.01	0.00	0.00	0.00	0.00	0.00	0.00	34.48	56.46	47.29	0.00	12.44	22.21	26.41	13.28	26.41	6.57	19.29	0.00	0.00	31.20	38.87	19.58	34.91
AFUB_048910	127.40	183.64	161.68	173.36	185.21	163.31	153.42	148.30	168.79	159.18	150.74	180.32	164.01	184.77	56.73	60.72	74.47	50.28	8.47	11.75	154.23	195.78	126.86	172.86	140.48	161.86	103.69	135.40	135.97	159.32	25.46	27.07	26.21	23.60	32.10	31.66	26.19	30.83	25.95	20.70	31.63	16.07	32.81	41.20	64.32	53.21	27.67	46.80	69.76	41.86	71.50	43.28	49.22	53.16	52.07	25.89	50.59	58.18	58.71	51.01	42.64	44.71	55.69	14.02	64.85	253.96	21.16	7.90	12.63	9.03	20.18	32.11	11.95	15.01	9.35	6.13	14.90	21.16	33.07	57.09	53.60	5.68	9.98	32.44	25.86	8.70	25.86	11.37	18.04	0.49	0.00	23.33	34.55	19.39	27.51
AFUB_048920	123.14	180.23	160.70	173.94	182.47	159.34	167.05	160.58	163.97	170.71	141.01	176.67	168.15	181.69	57.54	64.17	76.62	60.85	7.41	12.02	153.36	195.14	136.55	165.69	140.44	152.67	117.60	136.39	123.47	151.69	28.99	27.86	29.75	29.02	31.74	34.77	26.84	32.89	28.74	22.24	32.70	15.69	32.85	42.70	76.66	56.67	28.09	48.33	64.52	39.64	74.06	45.78	54.22	59.60	60.37	25.83	52.58	60.85	58.53	54.11	45.73	50.19	60.81	17.31	73.01	278.08	19.76	8.61	10.69	8.54	23.16	28.92	10.91	16.57	12.10	4.17	18.04	19.76	37.68	60.43	59.43	8.24	9.04	26.35	21.79	12.56	21.79	6.55	25.08	0.06	0.15	27.01	35.43	20.94	29.21
AFUB_048930	107.26	172.72	139.00	159.89	169.19	144.34	149.96	138.59	146.54	142.72	124.99	158.19	153.24	172.13	57.73	63.47	70.04	51.26	8.65	11.33	138.69	170.13	98.13	151.37	133.26	135.01	100.28	125.80	117.56	134.66	24.47	25.38	25.63	24.13	28.28	30.47	25.83	30.97	24.99	20.72	28.93	15.60	29.61	39.62	61.87	49.61	26.59	43.26	54.68	35.74	70.89	38.61	53.02	48.16	51.18	22.77	50.20	59.12	45.89	45.93	38.55	47.25	55.61	15.86	61.45	246.02	22.03	8.81	10.61	8.53	25.64	31.45	13.72	14.77	9.53	5.66	20.58	22.03	35.93	56.94	54.77	6.81	9.11	33.04	22.20	12.28	22.20	5.88	18.31	0.09	0.00	22.77	32.22	15.81	25.60
AFUB_048940	120.57	179.25	154.69	171.71	182.91	155.74	163.37	144.54	157.79	156.01	146.92	180.08	160.98	185.13	67.98	67.07	79.28	62.19	9.69	16.58	147.94	185.79	136.38	160.29	150.42	161.40	116.95	136.52	127.27	152.75	32.14	33.11	31.93	29.14	32.92	36.90	29.52	34.79	31.20	24.79	36.15	15.85	33.84	44.90	70.10	55.66	28.70	46.21	65.99	43.34	74.99	42.63	58.28	63.62	60.24	26.71	55.42	64.08	53.99	52.18	45.75	48.69	58.06	20.09	67.29	258.88	18.41	11.04	11.81	10.69	23.91	34.08	16.16	13.47	9.65	7.60	24.98	18.41	39.11	64.11	54.96	7.60	10.91	33.57	28.84	15.05	28.84	7.87	20.70	0.04	0.00	26.59	39.63	19.35	31.52
AFUB_048950	98.46	134.88	119.76	122.29	139.13	126.52	130.41	123.69	127.56	123.99	119.26	135.96	127.27	140.70	65.32	59.42	57.31	52.84	10.02	13.74	132.69	154.81	116.09	135.53	112.33	117.54	84.42	109.97	100.88	119.93	31.70	28.63	29.60	29.34	31.22	33.59	24.97	35.80	26.88	22.30	29.30	15.98	34.06	34.02	54.07	42.54	28.76	30.64	53.53	29.65	54.85	37.79	44.52	44.42	51.19	28.95	43.20	42.34	43.28	41.36	30.50	35.35	43.90	14.72	52.72	197.39	21.28	9.88	7.61	8.38	23.17	30.22	11.53	13.21	13.16	2.78	13.86	21.28	27.56	33.14	37.10	8.18	7.90	11.81	22.37	9.40	22.37	8.78	16.42	0.07	0.00	25.19	33.90	18.84	29.19
AFUB_048960	128.28	183.72	166.50	172.11	186.86	159.57	166.60	159.15	171.21	168.89	153.81	180.12	174.50	193.00	69.74	71.51	79.48	61.57	11.18	13.54	153.16	189.53	143.76	182.67	151.46	169.03	116.01	138.10	134.78	151.88	33.06	33.35	31.29	32.71	33.82	35.71	31.43	34.37	31.31	25.23	34.20	15.50	32.22	40.96	76.76	60.71	29.19	43.89	70.62	45.16	81.05	43.88	63.35	60.80	62.06	26.83	56.00	59.50	62.88	54.88	45.94	52.79	61.32	14.06	74.00	277.26	20.43	8.36	9.66	10.01	20.72	27.78	11.62	14.94	9.90	3.34	17.40	20.43	34.35	60.13	52.11	6.45	10.19	27.11	25.86	9.37	25.86	7.39	18.09	0.08	0.00	28.43	40.18	18.22	30.61
AFUB_048970	119.48	177.67	167.33	170.43	185.08	149.90	159.73	143.48	155.73	157.57	145.25	177.12	166.11	179.14	58.85	63.68	73.90	53.56	8.18	14.40	148.41	187.01	124.99	172.83	144.20	144.76	112.44	129.52	129.97	152.52	26.56	28.83	25.77	27.27	28.10	33.30	26.97	31.13	26.32	19.82	34.84	15.14	28.92	46.17	68.40	56.95	25.67	52.17	60.26	36.25	73.02	45.85	55.68	56.08	58.40	23.75	46.20	60.04	54.69	51.76	43.46	48.77	60.38	15.00	67.78	250.92	21.00	8.36	9.68	8.88	20.54	28.39	11.01	13.99	10.34	3.46	13.37	21.00	35.28	46.58	52.29	4.73	9.15	24.86	26.39	6.86	26.39	7.76	15.19	0.23	0.22	24.88	34.12	16.75	27.37
AFUB_048980	121.53	166.57	152.24	155.18	175.97	151.22	155.79	139.59	149.32	160.42	136.13	173.93	162.02	179.00	55.58	63.08	68.70	49.75	11.39	13.85	147.50	186.72	114.68	152.97	130.41	141.94	108.54	132.79	114.43	143.79	20.57	22.99	17.81	20.88	23.51	25.23	19.48	24.01	21.71	16.20	27.51	11.56	28.72	40.53	69.01	50.15	23.57	44.31	59.49	37.54	70.15	40.95	55.02	54.56	58.66	21.11	40.87	57.12	52.40	51.65	44.30	45.21	54.03	11.08	70.31	247.09	25.51	8.20	6.61	8.86	23.84	27.95	14.11	17.81	12.39	2.95	15.10	25.51	32.86	50.99	55.60	6.52	8.94	24.50	22.28	11.55	22.28	5.95	19.17	0.27	0.00	19.47	25.84	11.44	19.77
AFUB_048990	124.88	185.61	166.25	170.71	181.74	161.71	160.44	149.12	154.62	162.95	150.23	183.44	167.16	181.69	57.50	67.01	71.24	58.59	8.33	13.17	152.83	196.09	130.29	171.42	147.06	159.01	118.06	127.73	129.41	158.73	25.34	26.70	24.85	26.52	27.65	31.74	25.22	30.16	26.27	21.69	32.59	14.77	32.40	40.94	69.19	56.65	25.63	44.89	62.81	42.17	73.75	43.38	51.05	57.18	53.29	24.59	51.46	58.27	57.39	54.08	45.51	49.08	61.26	16.39	69.29	272.50	23.55	9.09	12.17	8.70	25.90	28.37	12.27	17.49	11.01	4.07	17.48	23.55	31.57	65.45	62.30	8.04	8.27	36.24	23.33	6.93	23.33	8.47	15.90	0.19	0.09	21.17	32.14	15.80	24.24
AFUB_049000	118.60	185.18	162.49	166.88	178.27	151.26	165.38	155.20	160.26	158.48	151.89	172.36	172.91	175.61	60.72	59.44	68.78	56.11	9.20	13.64	158.68	189.15	113.41	168.45	148.62	146.48	113.63	129.41	127.59	158.19	26.97	24.78	28.18	29.21	30.84	34.93	26.26	30.14	26.90	23.20	29.52	15.19	32.86	42.33	66.12	50.61	27.15	46.51	63.96	41.00	72.67	40.93	52.26	55.13	53.63	28.19	48.64	62.03	57.19	51.43	39.76	53.30	53.88	18.49	65.27	248.64	21.49	8.56	10.97	10.19	25.10	30.81	11.44	18.01	10.12	4.64	13.95	21.49	35.66	53.17	50.74	6.32	8.09	29.79	23.94	7.00	23.94	8.41	18.79	0.11	1.87	26.47	35.27	15.99	27.33
AFUB_049010	121.53	172.39	163.23	166.92	180.95	163.58	165.47	151.39	155.67	164.87	140.17	173.38	162.83	175.93	57.00	62.22	72.64	54.86	7.58	12.88	146.42	195.85	138.74	161.60	156.83	154.23	118.42	126.98	123.10	148.26	24.21	24.24	23.64	20.81	27.72	30.50	23.97	26.46	23.00	18.92	31.38	14.33	31.07	44.83	60.16	43.96	24.01	48.09	66.56	40.73	69.18	47.97	52.38	60.12	55.24	25.11	56.27	61.73	54.07	51.13	41.84	49.53	60.90	17.14	66.54	241.03	25.60	11.90	13.27	7.45	29.81	33.31	10.77	14.47	10.29	2.67	13.37	25.60	34.80	46.40	55.41	4.88	6.51	28.19	18.76	7.59	18.76	6.54	22.89	0.05	8.50	19.77	30.94	13.47	25.97
AFUB_049020	124.60	174.66	161.65	165.53	179.68	155.19	157.24	157.07	150.99	154.56	139.82	173.66	160.36	178.28	61.83	63.00	77.88	60.63	10.93	13.21	143.24	190.11	127.14	168.44	140.22	151.30	111.11	127.17	123.48	152.41	24.90	26.69	21.81	23.62	26.38	29.24	24.37	27.73	25.23	20.48	30.11	13.50	28.98	47.78	67.92	57.04	23.55	49.46	63.67	43.86	72.61	46.06	58.19	57.28	67.06	24.88	54.76	62.50	61.96	55.94	45.26	59.22	57.04	15.46	69.38	257.50	20.70	9.83	10.24	10.12	26.56	31.36	12.34	16.46	12.02	4.81	21.33	20.70	34.62	56.62	57.30	5.82	10.50	32.84	26.55	11.43	26.55	7.30	15.67	0.03	11.77	23.42	33.15	16.14	23.22
AFUB_049030	131.12	197.74	170.48	180.82	190.60	167.61	172.11	162.78	172.24	173.49	156.64	183.58	176.88	194.34	65.62	70.92	80.65	63.49	9.74	14.42	159.03	201.70	138.48	168.18	148.60	163.83	118.56	136.13	134.36	155.81	28.94	30.66	30.07	29.69	30.51	37.10	30.32	34.46	30.73	24.50	34.52	18.64	32.61	45.87	75.95	61.62	26.08	47.26	72.47	45.51	77.40	54.08	61.84	57.64	57.80	27.41	64.60	64.81	57.43	56.94	50.22	50.93	63.95	20.53	74.90	280.50	21.46	7.47	13.13	8.83	21.98	32.30	13.76	14.00	11.63	4.78	18.28	21.46	34.26	61.57	56.44	6.96	8.95	39.64	29.47	14.16	29.47	6.29	20.20	0.35	9.02	28.20	37.35	20.92	31.74
AFUB_049040	122.64	178.20	160.11	170.80	179.03	156.21	157.53	153.54	161.46	157.55	140.40	184.25	172.21	178.78	62.24	63.54	73.68	55.36	8.05	14.10	153.16	188.67	135.82	170.27	136.84	159.14	112.65	134.11	135.80	153.05	28.64	30.40	29.45	26.05	31.67	34.19	26.06	32.46	28.27	24.07	34.50	16.10	29.00	38.76	71.24	48.92	25.32	44.70	59.11	35.98	74.95	40.18	56.09	54.83	52.31	25.98	61.38	60.17	56.76	54.68	37.76	51.36	61.36	21.81	60.51	264.80	21.68	11.89	8.48	7.98	28.43	35.68	11.66	16.20	12.30	3.58	14.86	21.68	34.28	53.46	52.93	6.43	9.88	24.38	26.03	10.07	26.03	8.29	18.20	0.05	8.42	21.69	28.17	16.56	26.26
AFUB_049050	113.36	160.76	143.45	165.75	173.26	141.11	154.67	143.61	149.33	147.28	128.11	164.81	147.19	171.77	55.60	64.91	71.58	59.01	10.56	12.58	144.86	172.93	125.97	155.42	135.68	143.73	110.40	124.88	119.31	146.98	23.20	25.22	23.12	23.90	28.92	25.67	23.35	27.67	24.29	19.10	29.83	14.76	27.68	45.90	61.47	54.28	23.99	47.08	65.05	37.28	69.17	45.63	55.11	53.17	57.81	25.01	54.84	59.39	49.65	56.04	42.48	51.83	55.27	17.78	65.55	249.38	18.38	9.54	10.66	6.16	22.19	32.18	13.43	15.06	9.06	7.75	21.57	18.38	36.44	57.50	49.54	9.61	9.65	30.35	24.85	12.68	24.85	7.07	23.99	0.16	6.57	21.37	28.88	15.58	23.68
